object_id,gp_res_std_u,gp_loglike_u,gp_res_std_g,gp_loglike_g,gp_res_std_r,gp_loglike_r,gp_res_std_i,gp_loglike_i,gp_res_std_z,gp_loglike_z,gp_res_std_y,gp_loglike_y,gp_res_std_mean,gp_res_skew
Dornhoth_fervain_onodrim,5.871137206742724e-05,-7.082351123411453,0.13739241927200072,-7.236634006340966,1.198938408169266e-05,-20.31484289541806,1.554692036862307e-05,-18.991834621241626,1.3312491591399954e-05,-14.988963995977263,1.1940891787392947e-05,-15.100823911983957,0.04182484386043269,1.515442220882356
Dornhoth_galadh_ylf,0.3886583402891768,-19.784641783138337,0.07336536276101371,-21.11172506073927,0.12009087298894759,-35.509238112168944,0.125942825848762,-46.99176755630253,0.18832237705659835,-44.77819146672826,1.3436568376593186e-05,-39.20276988566316,0.16753159471502008,1.7962888113324347
Elrim_melethril_thul,0.21329335329427646,-5.5893124188756,0.14308817402222201,-8.807538795994507,0.07000790003714819,-5.268830062099027,3.345940162638709e-05,-5.649128697339492,0.1524315110371342,-7.532354264362331,,,0.13742446607461326,0.03922197267945724
Ithil_tobas_rodwen,0.37552559967720134,-152.02166278420512,0.4327230778844933,-119.21071326645645,0.39928388513472474,-118.2595969345628,0.3671169519146926,-119.33593725930214,0.6301147002261164,-157.53630961328395,0.003636502915837068,-162.07642294816353,0.415937779005929,0.30736039575187646
Mirion_adar_Druadan,0.2286264736031345,-17.967406868503968,0.12020173771219628,-9.98151266270177,0.14796633287794864,-23.034399367933144,0.6371815580643618,-37.980016142090186,0.35911378721909565,-28.456998076994047,0.3591083414180859,-15.639028565900212,0.37630147726751595,2.7418558097351324
Mirion_lalaith_neledh,0.16756047229729068,-11.12917958522362,0.12245113892841472,-12.84480641074048,0.2940675246454725,-30.043575735388053,0.28291013320806974,-26.60665270017538,1.6345716009227237e-05,-25.624625617123456,0.4066969765077579,-25.828556785452058,0.26851942385916056,-0.3002091108087364
Rochirrim_lebdas_pethron,5.146513802518248e-05,-15.472288744714083,1.3119363704617356e-05,-20.076355132963002,0.1544920637910695,-28.543469415848847,0.25552730814596497,-33.54881777026126,0.5542829381318688,-45.619829377133826,0.2929235468413398,-20.037281529524677,0.3267636566742249,0.6588742352680578
acharn_lend_Mithrim,0.11583060804678574,-7.282418666249734,0.005258149859792274,0.9215451464664408,0.029700097301910932,-0.09272512126288035,0.0499165978577828,-8.049724322958982,0.3025787110195951,-26.120728514605858,0.271757737141411,-19.525695888066714,0.1913565981010144,0.5953158054195657
achas_iar_gaur,0.0010039554924906914,-17.027265413710218,0.0009644672812787503,-17.027265178852375,0.3473528620511895,-49.658383887957825,1.0707944249158284e-05,-50.50099629797464,0.3896014244672976,-52.782099623518256,0.48385833385790233,-34.69999083281374,0.3164882429491634,0.11261403952419782
aduial_nur_luith,0.0017282040580500423,-7.094696402504891,0.0024576161273070305,-4.652362844369987,0.228856876933929,-22.889208933124145,0.3787354271136233,-26.466587764524256,0.20517143117458583,-21.13254921440228,0.0010705809011172962,-26.96027265824752,0.2327063919119473,0.5428391940143593
amath_gwador_helegnen,1.630850255642416e-05,-11.409117940017682,0.024986530403570437,-8.759201233539601,0.03730473327989565,-16.557247730560572,0.19939930529282907,-24.557142191668788,0.3940532491503848,-30.24239596462293,0.33569993249892555,-25.441489122706194,0.22980965725651456,-0.6841546736452456
amlug_loss_ang,1.0294188719536368e-05,-11.141893284530168,0.03075201731635346,-14.705836749446,1.5566197152025675e-05,-32.972012185230476,0.025511236555106138,-15.096008179364897,0.002560096672714839,-19.034917191198236,0.2714255377088076,-17.740019500582264,0.09860596932110918,1.86087782778807
amon_imloth_luin,1.0039610610541916e-05,-15.447718003412666,0.3652132398754523,-8.935122777042555,0.17268809187451983,-29.598065363154433,0.30431654051102697,-28.92626448253718,0.29259500023799184,-28.921609586822417,0.4734723001024041,-27.787387215563555,0.299439667571883,0.3001949250478245
andrann_puig_fern,0.001038803958841144,-17.02726563668014,2.563536709031037e-05,-16.293593969088942,0.053870024355444815,-41.15788867285923,0.15589545180418551,-29.868590395453452,0.13588591374503003,-41.560727797392005,1.0159361640763035e-05,-27.349245189185797,0.10231788991975692,0.6580228595943177
ang_cugu_harad,0.3193019852341354,-15.575411405452114,0.1732227310920545,-17.534724365961722,0.11422271832844749,-17.195401611338408,0.28257058970236926,-27.711264755430072,0.4319731071557297,-30.43758794342938,0.3380639033332158,-30.10669208070094,0.28734490231742915,-0.07773637701924307
ang_neledh_aith,0.0011363796651645294,-15.60834296368306,1.4205281903306524e-05,-14.541662077414106,0.1462563065120155,-18.992327094332683,0.2758388990144127,-21.310011557574978,0.242200059627603,-17.546166804577858,0.3137726177563212,-17.50652055604811,0.21455164050112704,0.48800362965014377
angos_rusc_curunir,0.24976843962215933,-7.9314333624198206,0.15086355146869782,-9.651350426405795,0.20015822454627058,-21.076938032142845,0.24767785607390402,-24.01322411529086,0.3034041277450564,-28.10511464673181,1.503676953115114e-05,-24.90116177679823,0.22711656897463292,-0.4484401496914291
annon_adab_lossen,9.050439309026519e-06,-2.826244814021159,0.0004054272949108425,-5.844617178801524,0.03673485452919111,0.6722402996415688,0.0627895763367005,-5.132048016636312,0.045990878130481014,-7.403032965241591,3.237971477444855e-05,-9.219989704636927,0.03998762670957634,-0.1458323735512446
araf_hub_faun,0.4993951241497466,-147.026099074258,0.1906900637440041,-84.56717485205347,0.1930385696744859,-99.52459225193681,0.26005311640532347,-109.00293947824929,0.7031341411110328,-165.50430394811804,0.5692093104137477,-189.27816110085348,0.4475725317891822,1.1912340315604066
aras_ryn_manadh,0.18220752751043395,-22.197250447347294,,,,,0.16829113717971153,-51.18324948711087,0.2735918774518022,-50.43027982682238,0.3403213526677918,-34.04759129604002,0.24622349517746223,0.46564631120005545
badhor_graw_aiglos,0.0018235545293232207,-7.09469682585515,1.7627368037293813e-05,-8.33188776982367,0.12336469928320942,-11.283463649512663,0.2934428925874609,-21.07256899233461,0.3627066674963393,-23.615398978360105,0.01751162593826362,-17.967639468338128,0.2417074650652373,-0.027960223930011838
badhor_magol_merilin,0.000146125195394233,-8.502876083128358,0.017735257584158278,-8.699073550053537,0.11650824976122993,-10.80923953595489,0.1533100706246112,-19.62228646582284,0.35339169260818204,-31.56511058735319,0.0008974545329230376,-26.960774422214964,0.19026593046352713,0.5582475891520745
badhor_onodrim_alagos,0.0011647802453861368,-14.189445288409992,0.15365276172939524,-13.090958960580029,0.16019904558194625,-19.20977175025984,0.24014690945481693,-30.927945514840374,0.2920873715906205,-29.466712351144285,0.6548591211620767,-39.92014493102526,0.333909423714827,0.49131027908481195
baneth_pilin_tachol,0.026012380605641816,-14.252600793232126,2.1515936995353824e-05,-16.333952008787147,0.09904756300504235,-31.986015491160437,0.2095831161098347,-40.740137359624384,,,1.420913518601018e-05,-37.88288740163763,0.12692057111710564,0.8619835207145615
bragol_bronwe_lagor,0.002030584263537115,-15.602002499698216,0.0885044618619357,-13.5729372116859,0.24200489157785396,-27.55800320650443,0.23138632304234488,-24.080980437864547,0.23470095919814293,-19.888049225063405,0.357735854900955,-24.538841266559174,0.23864997969803253,-0.028191111404306902
bragol_nothrim_gas,1.1908888417205964e-05,-9.628257222729678,1.0049136832754467e-05,-22.109109585841043,0.4218782379274364,-33.04292542509686,0.13289195498882383,-26.716938940271937,0.36413309352675133,-28.36395173133267,0.0009622669428688057,-19.865379540725172,0.2730562700065084,0.6738273266924399
celair_aerlinn_aes,0.3609809442457063,-21.292393102185326,0.12221604641532662,-16.816531607979428,0.13422127008663992,-33.149983967429066,0.22163116933684973,-30.105432571452877,0.12618592225392827,-30.7281156724671,1.0439372000212868e-05,-33.501701775452055,0.18101079672723464,-1.4237402776614239
cirion_ira_Ithil,1.2344162692870654e-05,-20.6407401455986,0.6090220769611854,-20.09343649951609,0.11259715941239187,-35.35740393912173,0.07315485611576819,-27.872283322298294,0.36437523274078465,-32.91868316193871,0.003029605702928581,-28.391072982145108,0.251279161475364,0.6712952345039224
corch_faun_min,0.14902477395903582,-12.73157630332216,0.10027424914731808,-19.575463175287215,0.09750620850309571,-32.5056158327008,0.3509352398998031,-38.88294946099449,0.3822631610492176,-44.59221874678828,0.0076176459365924695,-33.93950303743098,0.26300735213503224,0.8469456577915111
corf_Mirion_toll,0.2667578667633438,-12.747169738183945,0.001383067085134635,-8.11960739031095,0.019339911979502997,19.635972783948336,0.01863739205641936,4.252641625274908,0.060391756000552875,-0.2448858442389934,0.08052313100128417,-6.755114809734318,0.08994136204628074,-2.689436176729489
cuin_haudh_cenedril,0.10403839575413415,-14.677507988630905,0.2704415219345148,-22.68091122246048,0.35378961511812285,-44.709977360868834,0.061211963436634126,-52.22697437073573,0.12223435492735432,-38.768670676923556,0.3733887888411242,-36.59965284381617,0.25524961678163577,0.36849056942804576
cuin_law_amon,0.26824397311558223,-9.79990008081266,1.3793205922764624e-05,-7.96481006600054,0.09521663153052043,-21.969707899203435,0.3448090188188818,-25.434687620570372,0.20877730141729475,-25.1937005668154,0.5565065782219528,-24.526126810826078,0.3069050572066422,0.2760588516829353
dam_corch_agar,0.001486056019280922,-8.513634512651464,0.001063397166611309,-15.608326966769457,0.17993789996918655,-14.649153402418811,0.18974350308473048,-16.003195711870866,0.16845085360008613,-13.03479334257919,0.18305588618226165,-9.78367558565369,0.1611621886135643,0.09535337925576294
dirnaith_achas_noroth,0.3673140723008895,-17.627661658399447,0.08228151773155402,-9.05767354288831,0.07569018347303934,-25.783470395203135,0.40788434365923515,-40.33883038765882,0.6929107390791847,-48.53972679113246,0.009754880318043835,-34.11221172761271,0.4049944465076865,0.9912479202031895
drafn_araf_ryn,0.12610546831104166,-19.29133838593609,0.010296634091749352,-12.911695369144223,0.1961951388318579,-25.71030052639607,0.2502674672239234,-50.54205209204619,0.4894449253623772,-52.587615195493484,0.015698144604471005,-36.840125725510234,0.2789875547467955,0.1193830304207669
eilian_pilin_fang,1.1758607324551631e-05,-16.295621067724376,0.05695189890445595,-9.280782159661307,0.1570386986418842,-26.36749214799571,0.10397139043757615,-17.474648805624955,0.10406763053227748,-15.5214815107121,0.06199231041591297,-25.518346333568637,0.1073790982036027,0.4058994741949952
eilian_pod_firiel,0.512108896834522,-24.684026437782315,9.52690162169224e-06,-16.711056183811436,0.060024318397567195,-37.787327189616526,0.0804200917131039,-45.10876162208875,0.19335373334279218,-31.414630479093816,0.516860687626827,-30.91983627082972,0.2692381808334926,-0.2584493487679376
elu_rusc_nath,0.00012527483644652926,-21.26067989454418,0.16492834495511757,-10.443079977896932,0.31345272143758124,-38.87933989211711,0.43114973880522084,-49.61401163147302,0.20068581441366012,-47.42119025653743,0.00543636394266731,-32.66463072538841,0.2856906629026741,0.09040876107863546
elvellon_fast_annon,9.62501180044338e-06,-24.894764906576718,1.4817610486292078e-05,-25.20060216821713,0.15580899301705617,-41.75033384181482,0.21399899862850058,-43.7104771131126,0.47436468741856425,-48.37545004918697,1.1045178701144353e-05,-35.58493632384136,0.25652050835614365,0.8124019799260755
ennorath_guldur_aear,0.46349305933718127,-19.12516906790031,0.0688204875125549,-11.213508653630617,0.1655115030124877,-17.826104197842405,0.21621583296122956,-22.79462708235667,0.07836561810266669,-21.026183212372665,0.030539695740781178,-27.196314477984778,0.1969764277295256,-0.14339717264374655
erchion_ungol_aduial,0.0014098959422021323,-9.932573213488629,0.028278375813999015,-10.119394416684028,0.05101555203139875,-18.203475070060883,0.18292963886030708,-17.641748106293644,0.11822471445128173,-15.269818165385942,2.8626479283710193e-05,-11.043804970383178,0.10140143781924921,-0.5197050559433957
espalass_melethron_ungol,2.680174285138739e-05,-6.377172498969865,0.07687905664021169,-10.191562843657579,0.1642566748788093,-22.30210818854443,0.26282041823719926,-28.406975070988363,0.09407274498344476,-24.920089607909365,0.44023631194154444,-36.662929199783605,0.24679635777064915,-0.03624095330700479
espalass_nestad_hul,0.00010418276588846975,-5.422631732024385,0.08074638142610654,-10.952231284919232,0.19116704750554597,-23.71865800579168,0.5044756260262188,-43.76021408331316,0.5394271813853132,-43.72522262565198,0.021124048392396053,-35.671286562874016,0.3607401979698036,-0.10852394477381101
fae_haeron_merilin,0.0033576313933640516,-19.876009350174037,0.04079279440952155,-12.17982033991352,0.09715694929291085,-32.335192619926644,1.7845650287909197e-05,-32.64404763719639,0.11493286720995995,-23.097660473959507,0.01198293594709564,-27.015036344326962,0.06955785125887519,1.0515450560145227
fang_ira_nell,0.001558258980022183,-7.09471512864012,4.529188177810622e-05,-9.302781544320162,0.05192364042851213,-10.141313548237974,0.3654211596780502,-18.23249717723662,0.22532362661019892,-15.367253902300895,0.001432336321119361,-11.351512372271412,0.18923598012634257,1.751837432409159
fast_ang_lebenedh,0.1702334000964318,-19.317771557609262,0.06576112989870866,-20.620076525289647,0.15991157891320304,-16.604398851435604,1.0039219382791515e-05,-46.56075219290585,0.5112105191290018,-46.400129389341814,0.0025676529844105033,-19.87240595477288,0.26147085041575585,-0.5131067998722544
fast_celeb_bregedur,,,0.0005011198174796028,-5.828124372647398,0.06222628010997234,-10.82861256878226,0.12312073647575998,-11.71516785506381,1.3009425777392397e-05,-12.787237517872644,,,0.07299906755917636,-0.7770457137565209
firiel_lend_mithril,0.001060040498719257,-17.027520663488183,0.1780177162244168,-16.91534404913741,0.06321249135827918,-31.518944514833102,0.0006364026778404561,-49.662997118879986,0.009499273628823171,-39.395241525227675,1.0003665612825427e-05,-42.463042530055255,0.06007898345342976,-1.4194602279407609
fuin_bragol_talraph,0.4163926715608413,-16.354844034204778,0.1684452348213456,-13.037956531679573,0.1170082997436342,-5.342741600985985,0.15050492715101874,-10.656326343831633,0.24045162239922382,-23.651863042128497,0.1149832462473589,-15.597226510670616,0.2017786336188988,0.1821935692884363
galad_thangail_pethron,8.154254902532055e-06,-8.05775792136781,0.07157310096281957,-7.416010834516035,0.17916301154216135,-21.20752728609062,0.12687710558401796,-17.74157584457175,0.1908611559719328,-24.016870756445268,0.11971377328989086,-25.352975968023635,0.15010729785173657,0.7239398297833615
gas_cair_gondrath,0.0012205413990373174,-18.446205776936928,0.3336156832535743,-14.850780372571853,0.2809029882108908,-33.38029168059559,0.6031733142524881,-42.09902175355218,0.2020958307518668,-39.221146874389056,0.016463883535290057,-31.297354739964884,0.3461398724845942,2.6554759550549973
gas_glaur_daen,0.0882516490531359,-11.640722474555757,0.039408366615886634,-20.564500527094236,0.011888332711971579,-11.591609405310074,0.13260988876404056,-33.70422884723892,0.08281421263292063,-27.58888245041041,0.08918507756625048,-26.898690709674753,0.08554140376919715,-2.2672588212704508
