n_observations,flux_mean,flux_std,flux_median,flux_min,flux_max,flux_range,flux_skew,flux_kurtosis,flux_p25,flux_p75,flux_iqr,observation_duration,mean_time_interval,std_time_interval,flux_cv,flux_mad,flux_amplitude,flux_err_mean,flux_err_median,signal_to_noise_mean,flux_trend_slope,n_obs_u,flux_mean_u,flux_std_u,flux_max_u,n_obs_g,flux_mean_g,flux_std_g,flux_max_g,n_obs_r,flux_mean_r,flux_std_r,flux_max_r,n_obs_i,flux_mean_i,flux_std_i,flux_max_i,n_obs_z,flux_mean_z,flux_std_z,flux_max_z,n_obs_y,flux_mean_y,flux_std_y,flux_max_y,color_g_r,color_r_i,color_i_z,n_significant_detections,frac_significant_detections,n_peaks,object_id
65,1.1232957411153264,5.6334437542014655,-0.4368885577683049,-3.076862342118805,28.466473534495496,31.5433358766143,3.6111400407251666,14.815031763715465,-1.5902221255916875,1.19992703643926,2.7901491620309473,1254.2718999999997,19.597998437499996,43.65131547870111,5.015102922590972,1.2366145822298964,15.77166793830715,0.512436326,0.34709593,4.957210862636733,-1.9014165498495383,5,0.8973045181845414,1.7566647109278808,4.035147498016566,6,-0.5231702559939669,0.9491551614746601,1.3762011428308618,16,1.3544174205070807,4.080686875630051,13.234393413451771,15,2.507890852030434,7.521849640842168,27.259615710003747,12,1.4426739163083218,8.605853308933758,28.466473534495496,11,-0.44858239879385003,2.883722634424197,6.548541435123922,-1.8775876765010477,-1.1534734315233532,1.0652169357221122,16,0.24615384615384617,18,Dornhoth_fervain_onodrim
167,0.4225119373656156,1.471251524021877,0.0998655467994801,-1.851434670959888,12.0549572167386,13.906391887698488,4.3130459128325915,27.22956282340817,-0.12206896228070725,0.48734755700557303,0.6094165192862803,2362.1559999999954,14.22985542168672,32.268294348531626,3.4821537426734226,0.3086096776547635,6.953195943849244,0.5308325878443114,0.33320911,1.135319354385043,0.6166014117205326,15,0.03388102285555086,0.7076089403022349,1.330028853927112,16,0.21496966241613213,0.4320503460267814,1.491224159093992,35,0.3103461133194749,0.7428898825778714,2.96107847149438,37,0.3871646725030173,1.0597120546189942,5.686218387745301,35,0.5635840463465623,1.5944250856874287,7.734250247190751,29,0.748245349229086,2.6502660706715133,12.0549572167386,-0.09537645090334279,-0.07681855918354236,-0.17641937384354506,16,0.09580838323353294,55,Dornhoth_galadh_ylf
35,4.339502623506847,5.4643349478284975,4.344397343898853,-11.399456910971107,12.948563865886117,24.348020776857226,-0.7157103471679309,0.9978676511194315,1.7188707555960208,7.8561344020492125,6.137263646453192,1206.0218000000023,35.471229411764774,78.57533357680629,1.2592076608569138,2.9216648418011983,12.174010388428613,0.3148482080000001,0.28599492,21.08740920107221,3.9312466746521664,5,0.05759401566265443,3.117767786213718,3.4975601969411496,9,3.141293949446403,2.5046930436673973,7.266062185700052,5,4.381228081142747,3.270900746545542,9.26575415168167,6,6.41964648915426,7.115146250947301,12.176015512723335,8,7.847825031776429,3.816625018737453,12.948563865886117,2,0.05817830227901677,16.203543111301876,11.51581351552914,-1.239934131696344,-2.0384184080115135,-1.4281785426221685,30,0.8571428571428571,10,Elrim_melethril_thul
798,0.38369989175772007,0.8733111080923842,0.3381492003033427,-7.734094955693981,5.418469914466873,13.152564870160854,-1.1558844155160524,14.644183748647318,-0.036477555875009525,0.7467333615893428,0.7832109174643523,2858.4128999999957,3.5864653701380123,13.75555033444141,2.276026464567834,0.38626792073869864,6.576282435080427,0.4185316946365915,0.261604305,1.6999565741484188,0.5832649210315817,108,0.16031817933912385,0.46245415996256983,1.6850291078467006,134,0.2888624599956345,0.3621319592569597,1.4202505674492014,149,0.44599360591756043,0.5369238691990059,1.9132844623409115,160,0.4541716731693519,0.6409803879223308,2.260756187538409,132,0.5386183185192969,0.7171010638901101,3.028361241959885,115,0.34741258766313227,1.8278571622661044,5.418469914466873,-0.15713114592192595,-0.008178067251791488,-0.08444664534994495,175,0.21929824561403508,262,Ithil_tobas_rodwen
129,0.25550856893623464,1.258336692723703,0.3489410766015626,-3.243196511123537,5.895708433954028,9.138904945077565,0.45865894002099705,2.3938159216014756,-0.6194310450576741,0.9183131056487944,1.5377441507064686,2202.306500000006,17.205519531250047,46.289059293813274,4.924831671840081,0.7373471070219006,4.569452472538782,0.4315912024806202,0.30016729,0.9904901635908394,-0.9605023223003799,13,-0.01764245492674251,0.5305104269085952,0.6652128376250648,14,0.0551183059635612,0.9592849799556931,1.766733925289765,33,0.23680535845950898,1.218722082172746,2.650503070411016,28,0.420396736092428,1.4784216900003648,5.895708433954028,27,0.31699210545539164,1.175759257391517,2.8902894533667784,14,0.3052734811631933,1.8061484755377402,2.512110324256685,-0.18168705249594777,-0.18359137763291902,0.10340463063703637,34,0.26356589147286824,39,Mirion_adar_Druadan
119,1.1244467020358355,1.2433932765717854,0.9664203089541988,-6.704313673821212,4.754544288190921,11.458857962012132,-1.743897221490595,12.720544103775655,0.3983607337744519,1.85542328421019,1.4570625504357382,1998.8989999999976,16.939822033898285,38.79511865578503,1.105782314377902,0.7047596965216383,5.729428981006066,0.5208449340336135,0.33120384,4.185904464365964,0.8451177397162339,8,0.5214139496021319,0.3801877798998588,0.969690759767282,13,0.9500568000414187,0.43792848037829674,1.5646315370115114,32,1.0618704948952062,0.6271039114229798,2.764528104431833,26,1.306851037982212,1.0684481875466634,3.273924291401959,20,1.4882114356785054,1.009997575084269,3.4297592898935187,20,0.9782448003577358,2.4239670655222163,4.754544288190921,-0.11181369485378756,-0.2449805430870058,-0.18136039769629342,61,0.5126050420168067,38,Mirion_lalaith_neledh
138,0.32919899530228075,0.7232462401644498,0.21695347633562106,-1.902593127334478,2.4320672869119777,4.334660414246455,0.8305984752706207,1.424729413912143,-0.0996965487525585,0.5848524384347666,0.6845489871873252,1615.6285999999964,11.792909489051068,35.48776727441129,2.196987993539721,0.32885908871941205,2.1673302071232277,0.38800167536231883,0.30810855,1.3431458137497116,0.1830961986645522,11,0.08880947091053408,0.6549779804985439,1.1498963072312836,15,0.07801130862118315,0.2250613525320553,0.5974791700233342,27,0.32089109915351294,0.47573166599290584,1.3612044067382107,36,0.4196329629395856,0.8616716552120189,2.4320672869119777,34,0.4719240451316228,0.7232047614669566,2.127177631942677,15,0.23107491099573466,1.0287744971089965,2.0587508362335094,-0.24287979053232978,-0.09874186378607264,-0.05229108219203721,20,0.14492753623188406,43,Rochirrim_lebdas_pethron
108,2.6290754160641976,2.5046174285106937,2.3427731881535117,-2.3836971072669653,10.036138967787444,12.419836075054409,0.48660568704946405,0.037640724174317075,0.7943074198129316,4.378502835842227,3.584195416029295,1469.9090999999971,13.737468224299038,33.709394450992185,0.9526609290882111,1.7236442857580072,6.2099180375272045,0.5046941926851852,0.33101420000000004,9.27577342272527,3.004100632758458,7,1.549417316435413,1.3262580928872045,2.940920876641216,9,1.8308058695577556,1.5892008535457158,3.824351826427365,26,3.1237320760062466,2.383616070326296,8.628631974229155,21,2.446414264972758,2.642361029900131,7.046068971187572,26,2.578755600405036,2.4468542971609892,6.573038465475664,19,2.9988206180391783,3.2100910171772035,10.036138967787444,-1.292926206448491,0.6773178110334888,-0.13234133543227822,75,0.6944444444444444,31,acharn_lend_Mithrim
162,0.08048989167768521,0.7661532568605044,0.10851299539120454,-4.46437204936181,2.6216795872383587,7.0860516366001685,-1.3380069530155152,8.024371602521448,-0.14155873120129042,0.4546460424192817,0.5962047736205721,2466.4253000000026,15.319411801242252,39.9511751759892,9.51862700882365,0.2755614682158255,3.5430258183000842,0.44976567796296285,0.310728925,0.9167350254782959,0.27743368700149823,12,0.10653854891841608,0.18497341982682694,0.455293709187223,12,0.015255895580802198,0.12011219540206784,0.2165942268803772,40,0.6286518099218981,0.36361464702052715,1.1407994476233538,36,0.011296949547237457,0.3314194626176523,0.6765329977746742,38,-0.07106795902063641,0.7162867922710656,2.6216795872383587,24,-0.4697646258332459,1.4079868806594653,2.212613058613805,-0.6133959143410959,0.6173548603746606,0.08236490856787387,23,0.1419753086419753,50,achas_iar_gaur
103,0.5212807566116158,0.9134010369514053,0.2790013797651202,-1.86781414967367,3.0115602308419924,4.879374380515662,0.6739024168527286,0.5420102051377764,-0.04156602022292025,1.0880425187804028,1.129608539003323,2830.316500000001,27.748200980392166,58.584902526167006,1.7522247375648698,0.44621439175415345,2.439687190257831,0.5264841231067962,0.32166896,1.6301787329375648,1.1170757365328678,5,0.4158093428299465,0.49269443114974243,1.1548093598532994,8,0.2343181885195585,0.4768461153184021,1.3117100494984355,25,0.5593757598311371,0.7653871486296809,2.0206964790401614,23,0.4910817733130223,0.7408675573040298,2.2912794047678435,23,0.4440128124155574,1.13819032361939,2.7599592663038965,19,0.7498292758502351,1.2018289245307299,3.0115602308419924,-0.3250575713115786,0.0682939865181148,0.04706896089746487,22,0.21359223300970873,32,aduial_nur_luith
140,0.11913083033902276,2.0362487549978963,-0.036760704672104794,-7.2691575353684605,6.669892356474056,13.939049891842517,0.17723816763290998,2.0250133370290513,-0.9715938773363324,1.3005889625382614,2.272182839874594,2464.0713000000032,17.72713165467628,31.643221922643626,17.092542284840416,1.1958260415301545,6.9695249459212585,0.42802400942857144,0.28739428499999997,-0.39891377043930937,4.759911111544964,13,1.1076904514776287,4.775853844870286,6.669892356474056,13,0.21250171794170225,2.481252649391337,3.509123308614877,36,-0.22119246587098454,1.6077362118027692,2.839781613488373,34,0.05641773947432768,1.2509409869495989,1.9478838793752484,24,0.15450154005128028,0.8723103164159045,1.4328083141654242,20,0.09262533565047344,1.653979562316026,3.80275166543058,0.43369418381268676,-0.2776102053453122,-0.0980838005769526,37,0.2642857142857143,52,amath_gwador_helegnen
109,-1.1105001576474791,8.494273292337763,-3.4876389926986597,-6.669490561589687,41.62401272862552,48.29350329021521,3.3337474620291783,11.431340317978782,-4.790160847223685,-2.140617263863924,2.6495435833597614,2573.0492000000013,23.82452962962964,52.860817805748916,7.649051856356614,1.347021728834736,24.146751645107607,0.4060081762385321,0.25577709,-4.159257769527966,-11.887651513658716,8,1.8873690785268882,9.981744823472976,26.40623373370647,13,-0.9031236437700616,5.921732820100317,16.883733580082932,29,-0.4932077558481626,10.721987803686208,41.62401272862552,24,-2.1878879078779776,8.259478578752026,35.34195631421872,21,-1.6536873245222676,8.489110965162348,32.266179578825266,14,-1.6330781370816934,4.9892908714035045,9.124471891660397,-0.409915887921899,1.694680152029815,-0.53420058335571,14,0.12844036697247707,34,amlug_loss_ang
119,0.5683754859006791,1.3235677682297462,0.160098396922475,-2.5817150548174075,4.410119268634142,6.99183432345155,1.1884745213424848,1.2490078950043304,-0.14622777538001192,0.8812796551231272,1.027507430503139,1888.3146999999954,16.002666949152502,43.759412527133534,2.3286855275475995,0.4183299458966715,3.495917161725775,0.46731547680672275,0.28597414,2.0777382934202593,0.7543735084017059,11,-0.061750379120140315,0.2575602717293469,0.2077823142906208,7,0.11505011219431945,0.4351703037068043,0.9157583626216798,31,0.49797612247419065,0.8706660387956804,2.9165917113117064,25,0.6722044787818059,1.4387838679870741,3.751323019058972,26,0.7291173734507143,1.6442170579253867,4.29689280687322,19,0.8584822490093951,1.77021554867695,4.410119268634142,-0.3829260102798712,-0.17422835630761524,-0.056912894668908365,26,0.2184873949579832,39,amon_imloth_luin
