gp_lengthscale_u,gp_amplitude_u,gp_noise_u,gp_loglik_u,gp_lengthscale_g,gp_amplitude_g,gp_noise_g,gp_loglik_g,gp_lengthscale_r,gp_amplitude_r,gp_noise_r,gp_loglik_r,gp_lengthscale_i,gp_amplitude_i,gp_noise_i,gp_loglik_i,gp_lengthscale_z,gp_amplitude_z,gp_noise_z,gp_loglik_z,gp_lengthscale_y,gp_amplitude_y,gp_noise_y,gp_loglik_y,gp_lengthscale_mean,gp_lengthscale_std,gp_amplitude_mean,gp_amplitude_std,object_id
0.015561476007357716,0.45663231536095245,9.999999999999997e-06,-6.909856433267845,0.16205253508074072,1.1803596929624032,9.999999999999997e-06,-7.437792829799185,0.011181228030257197,0.8777414078444848,9.999999999999997e-06,-20.48171447703955,0.012723727001363334,1.0197812940872668,9.999999999999997e-06,-19.34004004827179,0.028875108318378865,1.0610702783639967,9.999999999999997e-06,-15.607421580344646,0.07500886915367458,0.3608101381735263,9.999999999999997e-06,-14.608297397962872,0.05090049059862874,0.054321633848336964,0.8260658544654383,0.30927098661510466,Dornhoth_fervain_onodrim
0.03167413854077147,0.39739941287485875,9.999999999999997e-06,-19.88612401073115,0.10739827654746706,0.6974318403260712,0.09168577114719652,-21.041031417448526,0.009783642234187595,0.5675167575922082,9.999999999999997e-06,-39.67350109083475,0.0067746104830503934,0.9169633349559468,9.999999999999997e-06,-48.965933091848285,0.012096641205479756,0.8777789231277342,9.999999999999997e-06,-46.81791286645444,0.005040153222562452,0.8186186344879641,9.999999999999997e-06,-42.33177923518461,0.02879457703891979,0.03623125200727757,0.7126181505607972,0.18299318230536873,Dornhoth_galadh_ylf
0.30328756621002606,0.4022060666044688,9.999999999999997e-06,-6.50700289116355,0.29991802435950937,0.8857896549934702,9.999999999999997e-06,-9.283954818705354,0.14114143955464764,1.0384633384179849,9.999999999999997e-06,-5.927815432757026,0.29878834513510394,1.4662354082836053,9.999999999999997e-06,-6.737918855390147,0.24593254856216937,0.8109486543734865,9.999999999999997e-06,-7.920970208294387,,,,,0.2578135847642913,0.0620856606611482,0.9207286245346031,0.3445510500616603,Elrim_melethril_thul
0.07268809722469591,0.10168783202231482,9.999999999999997e-06,-133.9272625494271,0.03965443393407788,0.6204184229992935,9.999999999999997e-06,-117.42811645894776,0.04342262226944813,0.6700413679155753,9.999999999999997e-06,-113.35904829546878,0.039166449188037036,0.629221509846619,9.999999999999997e-06,-132.10058464743122,0.04618463744918455,0.4775716969764412,9.999999999999997e-06,-151.53385288578994,0.040511643955489555,0.04988461921834359,9.999999999999997e-06,-141.19809304285428,0.04693798067015551,0.011766749278304463,0.42480424149643126,0.2542786913924465,Ithil_tobas_rodwen
0.18962952057057028,0.17383916966186563,9.999999999999997e-06,-17.481796365129302,0.15643001867441386,0.8703667201888868,9.999999999999997e-06,-11.17212074283196,0.07612791457830531,0.8436761856731038,9.999999999999997e-06,-23.390841155421832,0.05882182707729645,0.5054230551220567,9.999999999999997e-06,-27.64998505929278,0.084144175311552,0.7130976227035177,9.999999999999997e-06,-29.66745452000934,0.15576255193471544,0.48194800360713136,9.999999999999997e-06,-16.268081843091963,0.12015266802447555,0.04900239034430201,0.5980584594927604,0.24143281581118448,Mirion_adar_Druadan
0.0010000000000000002,0.0010000000000000002,9.999999999999997e-06,-11.433132596682881,0.07260713493996593,0.9532224300991687,9.999999999999997e-06,-15.338444452085723,0.1064792340641674,1.060707072571434,9.999999999999997e-06,-31.793075402090476,0.05800280337643558,0.5074127343241227,9.999999999999997e-06,-26.22007280639995,0.0526766081712395,0.4443914273859625,9.999999999999997e-06,-24.947264785727487,0.05413562269657983,0.05063435577373874,9.999999999999997e-06,-23.80287555066506,0.05748356720806471,0.03123640032076842,0.5028946700257378,0.4028710426175456,Mirion_lalaith_neledh
0.008557899599408171,0.0010000000000000002,9.999999999999997e-06,-15.200944620572866,0.005572195733921905,0.44024692023816414,9.999999999999997e-06,-21.65937600381101,0.01718680243771627,0.5831116025494557,9.999999999999997e-06,-31.682091629339173,0.02782218750873236,0.5098501565291612,9.999999999999997e-06,-37.721662169585,0.033422490726280764,0.4203920670058236,9.999999999999997e-06,-44.5076966984263,0.027208379840124905,0.0010000000000000002,9.999999999999997e-06,-20.756803374916654,0.019961659307697395,0.010330368439929813,0.3259334577204341,0.23562662934949785,Rochirrim_lebdas_pethron
0.199923750514438,0.9996945796018585,9.999999999999997e-06,-8.3004565843865,0.12111743582661672,1.305789751690598,9.999999999999997e-06,-7.428994330731822,0.060549979818208755,1.2986000965290918,9.999999999999997e-06,-15.859135799542939,0.06745155806227633,0.9052381961375269,9.999999999999997e-06,-15.664534125486773,0.06866595862190664,0.827651471486614,9.999999999999997e-06,-25.047066816663964,0.09617581325705821,0.7490104537144375,9.999999999999997e-06,-21.256528082355274,0.10231408268341742,0.04832308602696168,1.0143307581933545,0.2172237043856147,acharn_lend_Mithrim
0.0010000000000000002,0.0010000000000000002,9.999999999999997e-06,-17.78347369754386,0.00286518596658821,0.0010000000000000002,9.999999999999997e-06,-16.71579914437281,0.062411876266611044,0.41227972162225957,9.999999999999997e-06,-45.21046513255581,0.0010000000000000002,0.0010000000000000002,9.999999999999997e-06,-47.64494371638454,0.0010000000000000002,0.0010000000000000002,9.999999999999997e-06,-46.648611356587764,0.010102813801834016,0.0330654085030694,3.0553063374363e-05,-32.85995078923906,0.013063312672505545,0.02230327931261292,0.07489085502088816,0.15133849978654063,achas_iar_gaur
0.14079484869381956,0.4482195524597347,9.999999999999997e-06,-7.1192396229751616,0.06237161174903415,1.3049660464030008,9.999999999999997e-06,-9.90248817575688,0.16229777122670636,0.7017339583785518,9.999999999999997e-06,-20.101575682372328,0.14456937353679664,0.7694425123704083,9.999999999999997e-06,-23.365118601623916,0.12795820153389298,0.4909652233587378,9.999999999999997e-06,-22.429110581308084,0.2624778579777369,0.08998054508322001,9.999999999999997e-06,-26.339030560850926,0.15007827745299776,0.059275161703254024,0.6342179730089422,0.3705982107737303,aduial_nur_luith
0.21776501872272297,0.9745931302493227,9.999999999999997e-06,-7.278910886389806,0.17760614817314763,1.3564425589522715,9.999999999999997e-06,-6.997647831276297,0.13396077169477003,0.9365226834296716,9.999999999999997e-06,-13.553628967870136,0.19099502276162775,0.971664140048064,9.999999999999997e-06,-21.68832234191404,0.14189706912288494,0.6924446106959057,9.999999999999997e-06,-28.61873363008977,0.1090632928421205,0.3459628056721789,9.999999999999997e-06,-25.675896857572308,0.16188122055287896,0.03693809457744766,0.879604988174569,0.30765627827189546,amath_gwador_helegnen
