object_id,flux_ratio_u_g,flux_ratio_g_r,flux_ratio_r_i,flux_ratio_i_z,color_evolution_ug,max_flux_corrected,snr_peak,n_detections,rise_time,fade_time,asymmetry_ratio,flux_skewness,duration,Z,EBV,target
Dornhoth_fervain_onodrim,2.9320913725031583,0.10398671853155411,0.4854944968481878,0.9576042384342042,,28.466473534495496,82.01327375487857,29,457.6993000000002,8.801899999998568,52.00005680592539,3.6111400407251675,1254.2718999999997,3.049,0.11,0
Dornhoth_galadh_ylf,0.8919040412046396,0.5036084566482457,0.5207465259906121,0.7351996904596073,,12.0549572167386,36.17835422663194,11,17.972900000000664,10.270300000003772,1.7499878289820223,4.313045912832593,2362.1559999999954,0.4324,0.058,0
Elrim_melethril_thul,0.4813556652152488,0.7841846509928061,0.7609840954886525,0.9403371399903163,,12.948563865886115,45.27550301018831,32,733.157100000004,318.8582999999999,2.2993194782761,-0.7157103471679316,1206.0218000000023,0.4673,0.577,0
Ithil_tobas_rodwen,1.1864308639245282,0.7423101976364183,0.8463028754726234,0.7465279095966265,,5.418469914466873,20.71246462245958,87,2468.8898000000045,8.592400000001362,287.33413248913143,-1.1558844155160528,2858.4128999999957,0.6946,0.012,0
Mirion_adar_Druadan,0.37652123393640613,0.6665655078638106,0.449564814823868,2.03983321700959,,5.895708433954028,19.641408735741617,35,1069.1237000000037,364.4739999999947,2.9333332418773885,0.4586589400209969,2202.306500000006,0.4161,0.058,0
Mirion_lalaith_neledh,0.6197566243343413,0.5659669490958127,0.8444080737015353,0.9545638671943493,,4.754544288190921,14.355341673440098,39,1870.6897000000026,17.48309999999765,106.99988560382623,-1.743897221490595,1998.8989999999976,1.197,0.054,0
Rochirrim_lebdas_pethron,1.9245797422425908,0.438934201962475,0.5596902741990242,1.1433306040250728,,2.4320672869119777,7.89354039711856,15,245.76369999999588,89.75710000000254,2.7380975989641927,0.8305984752706209,1615.6285999999964,0.1806,0.153,0
acharn_lend_Mithrim,0.7689985153148596,0.4432164725306522,1.224602258279114,1.071965272695309,,10.036138967787444,30.31936081520221,63,1469.9090999999971,,,0.48660568704946394,1469.9090999999971,0.1887,0.051,0
achas_iar_gaur,2.102058376784305,0.1898617914942239,1.6862436144388682,0.2580532728110835,,2.6216795872383587,8.437191955639918,14,937.8945000000022,525.3396999999968,1.7853105333558608,-1.3380069530155152,2466.4253000000026,1.238,0.046,0
aduial_nur_luith,0.8803846247932846,0.6491375934185767,0.8819074944536113,0.8301859497199312,,3.0115602308419924,9.362296660224109,12,2830.316500000001,,,0.6739024168527289,2830.316500000001,2.201,0.012,0
amath_gwador_helegnen,1.9007289769240756,1.2357018201060603,1.4578803405125966,1.3594867226701532,,6.6698923564740555,23.208159320750724,57,1816.2271000000037,39.60620000000199,45.85714105367121,0.1772381676329093,2464.0713000000032,0.7056,0.009,0
amlug_loss_ang,1.5640044074552593,0.40562484184594605,1.1777506700092217,1.0953250981502132,,41.624012728625516,162.73550032316015,91,444.96340000000055,1426.784799999994,0.31186441010585647,3.3337474620291756,2573.0492000000013,3.45,0.042,0
amon_imloth_luin,0.22689644206259982,0.31398236477138886,0.7774834895358044,0.873031557354917,,4.410119268634142,15.421391833163668,22,1056.3827999999994,4.879300000000512,216.50294099561177,1.1884745213424839,1888.3146999999954,0.7766,0.055,1
andrann_puig_fern,5.9030138801428444,0.04272525804125738,1.6325517402352598,0.8800149823739857,,9.68943250797294,25.13884578817052,12,7.272500000006403,55.75589999999647,0.13043462664950012,2.8613056681619327,2213.267399999997,0.3568,0.019,0
ang_cugu_harad,0.7739899042845655,0.34290931970390093,0.9913046914409375,1.2762677774406002,,3.1407580631783207,11.20333980862532,19,1463.0198999999993,627.4104999999981,2.3318384056371446,-0.12137201839859263,2557.4712999999974,0.7503,0.016,0
ang_neledh_aith,1.4378242904489162,0.48708538841842536,0.6029466482784388,1.038443539325193,,5.501821102717198,21.2534574229683,14,231.57479999999487,139.39459999999963,1.6612896051927082,1.9012863428947724,1115.1563999999998,0.2095,0.118,0
angos_rusc_curunir,1.0773779456115655,0.3046277722804048,0.8381944308537765,1.1724204642674922,,4.094305870274951,15.288704984526216,41,1095.9182999999975,291.49170000000595,3.7596895554829697,0.7432806670773405,1945.537400000001,0.215,0.049,0
annon_adab_lossen,0.9095949313114274,1.2906188125947102,1.2293059716321013,1.0408594554000175,,7.4477351024900535,29.71647210763079,34,911.3208000000013,207.92269999999553,4.382978866665453,0.019812896614328557,1167.9063000000024,2.736,0.03,0
araf_hub_faun,0.4956693288572486,0.8071136945626616,1.1076428492046289,1.160660647106377,,6.16692340099855,22.594879976679618,19,363.786500000002,1086.9501999999993,0.33468552653102435,1.588138493092075,2200.357400000001,0.2929,0.012,0
aras_ryn_manadh,0.2300440448802071,0.6469634023833717,1.1506311292082505,1.4160994799654836,,,,10,1341.8844000000026,,,2.474546537025571,2295.1356000000014,0.3513,0.03,0
badhor_graw_aiglos,0.8413361826853194,0.7008127400201067,0.9886001676060937,0.9025043564336617,,2.7842588114641393,10.151727457029638,12,1318.3487999999998,101.65580000000045,12.96875141408551,-0.3487608109428303,1518.4837000000043,1.206,0.013,0
badhor_magol_merilin,1.3696867091836316,1.3605658125042073,1.0529951029985452,1.0202547658155185,,7.158242446011558,20.937030675390154,57,1518.3182000000015,46.6623000000036,32.53843466781287,0.7412459247901763,2304.397799999999,1.429,0.062,0
badhor_onodrim_alagos,0.5618312458879117,0.63206790795948,0.7789942409109882,0.8117857336154122,,4.99497915579923,18.125103703555524,64,1912.109199999999,11.395199999999022,167.7995296265237,0.4984644188260896,2224.3367999999973,0.2254,0.03,0
baneth_pilin_tachol,0.4623760975958967,0.2801031957006331,1.0868392114305914,1.0954118038669296,,,,10,732.3087999999989,,,2.5246664702806316,2233.060000000005,0.3759,0.019,0
bragol_bronwe_lagor,0.7701192967087611,0.6148869282571316,0.7836742747969384,0.9638419441402156,,4.145870027298761,14.631942955781724,58,1133.4143999999942,44.74000000000524,25.333357174784567,-0.5999574703474464,2305.6035000000047,0.8324,0.052,0
bragol_nothrim_gas,2.4743834596820697,0.15715109867259164,0.5321222874402014,0.7110097643660263,,7.494777490598589,26.286626939899488,19,1475.7033999999985,48.51630000000296,30.4166517232334,1.923853709592152,1871.9196999999986,0.2525,0.226,0
celair_aerlinn_aes,0.5415812853834783,0.32482199761317976,0.721306846973464,1.534496172464787,,9.55870778174747,29.942398757840284,13,760.7902000000031,373.7215999999971,2.035713750556588,2.1848684338651054,1868.6075999999957,0.1663,0.222,0
cirion_ira_Ithil,3.177508846720806,0.078913875369892,1.092556599206746,1.5822770281942524,,5.641308054743759,16.010543316805254,10,1458.2811000000002,38.566100000003644,37.81251150621562,2.2445294600528083,2340.4807999999975,0.3325,0.023,0
corch_faun_min,0.13242632318338854,0.47587605514333225,0.9714466559165043,1.17987568482576,,3.4493186636005286,10.042697355553582,8,7.7335000000020955,1051.7560000000012,0.007352941176472572,1.3333897154113037,2394.807099999998,0.5925,0.014,0
corf_Mirion_toll,0.5557958356493906,0.6230724169451951,0.8552399158814957,0.8779636506594544,,11.681254330017538,36.907477664137666,115,691.2549999999974,816.1269000000029,0.8469945053888003,-0.008346919723894715,1948.8931000000011,0.5084,0.058,0
cuin_haudh_cenedril,0.6516099190103593,0.822592640837267,0.7566996850291231,0.6278550865052533,,4.736475150608818,16.30518351260454,13,152.11929999999847,581.7895999999964,0.2614678914851682,-0.1962032718407322,2580.6905999999944,0.5366,0.013,0
cuin_law_amon,0.17792489391635685,0.5076028132929068,1.2054760566689202,0.9656940289280189,,5.044116936409773,15.743143690076304,13,15.365700000002107,110.12109999999666,0.13953456694495944,1.3338732174010124,1267.6726999999955,0.4769,0.067,0
dam_corch_agar,0.28756187871937594,0.17159338512857517,0.5084938874714199,0.6993342812224534,,6.953012871092424,24.754673975412622,15,1487.8435000000027,64.33909999999742,23.12502817105092,1.7617488023963408,1557.544200000004,0.5287,0.205,0
dirnaith_achas_noroth,1.3133445165080186,0.6528845418383412,1.091710548756882,1.2765790945296358,,5.089519135789085,16.531407759260293,19,1826.7462999999989,424.4843000000037,4.303448443205044,0.9063275619613489,2251.2306000000026,0.8448,0.021,0
drafn_araf_ryn,0.41618217367801724,0.9894807400443888,1.067022100826351,0.9548422684098625,,4.038394016064424,13.339515160658493,11,870.6212999999989,28.16030000000319,30.916620206457328,1.9661954368205254,2271.5944000000018,0.3243,0.01,1
eilian_pilin_fang,0.538540615859305,0.17685777324280774,0.33441519047343243,1.0083823055550885,,13.13500842803141,46.03933001768869,15,684.6189999999988,492.24670000000333,1.3908046514075039,3.7202630402701935,1857.7126999999964,0.1536,0.05,0
eilian_pod_firiel,0.5293244669386885,0.7659908927525113,0.7788685311993913,0.9607105226918159,,3.918426565922641,12.802194303713701,11,52.45550000000367,948.0839999999953,0.055327903434720896,1.7667748879616827,1853.4265999999989,0.09443,0.016,0
elu_rusc_nath,0.9536288070311496,0.6369750122380196,0.8158061237796801,0.8911954636538805,,2.875638729311652,10.567042586415845,12,1135.9165999999968,315.9502999999968,3.5952382384191703,1.1845489906357294,2324.491600000001,0.826,0.042,1
elvellon_fast_annon,0.6036201976701284,0.3899149854283221,1.0181486780417097,1.113878765910983,,4.094756212954411,12.858150523201177,12,28.163300000000163,673.3603000000003,0.041825008097448206,0.7882745085934425,2404.1265000000058,0.4599,0.05,0
ennorath_guldur_aear,0.9956506380849477,0.6963133698803585,0.8964172496558996,0.7856719270066679,,2.302044102316496,7.774066392156278,45,1878.9801000000007,30.71140000000014,61.18184452678784,-0.4528005117569311,2197.2620000000024,0.6832,0.008,0
erchion_ungol_aduial,0.2944637167608181,0.7380069693455015,1.0323025016344092,1.0951180840176764,,5.6564018265349505,19.023359855849144,10,12.916799999999057,613.5503000000026,0.021052552659495075,-1.1386672510419136,833.136599999998,0.3355,0.01,0
espalass_melethron_ungol,1.0065418225752167,0.6006993059443156,1.1698883715893822,1.1173188399379905,,2.604498188308992,8.814239419369038,30,1833.6036999999997,288.6814999999988,6.351649482214854,-0.69905086373946,2839.230499999998,1.203,0.017,0
espalass_nestad_hul,1.3589301611293463,1.3628935746754263,0.8306398518985307,1.394451300049874,,4.867990941226517,13.123859131108139,25,1838.898199999996,36.497199999997974,50.38463772563643,1.2132416689543222,2667.1041999999943,0.6164,0.029,0
fae_haeron_merilin,0.391263112539938,0.38346440086459344,1.0707775502763728,0.9574945137108961,,3.5206895550969044,12.349514262322788,11,1151.6542999999947,35.90899999999965,32.07146676320716,0.6315723678670626,1874.9650000000038,0.5845,0.008,0
fang_ira_nell,0.1000851938153365,0.7150228842802393,1.3269839413768063,1.1023092999574096,,5.815163815710896,22.524262337470994,13,23.48700000000099,36.29809999999998,0.6470586614726668,1.0841706214907998,847.667300000001,0.3245,0.036,0
fast_ang_lebenedh,1.97266934564627,0.23292394391207785,1.3625554405447722,0.9509779613419297,,3.792608287027482,12.360303546671792,15,321.7929000000004,790.1164999999964,0.40727272497157296,0.5557676542336786,2108.892799999994,0.7811,0.018,0
fast_celeb_bregedur,1.3421424034315061,2.011723935143606,0.7649569624030277,1.3734593293488218,,20.60011281692649,77.94422110948777,29,1542.5103999999992,51.80069999999978,29.777790647616843,1.7110918027001383,1788.0841,0.1706,0.285,0
firiel_lend_mithril,0.7888918138580802,0.5777971621876594,3.055025223221421,0.5386553178539039,,4.285660817151089,12.65996677864926,11,48.99539999999979,2163.9660000000003,0.022641483276539365,0.549652649642574,3629.746699999996,2.401,0.07,0
fuin_bragol_talraph,0.4773791292781049,0.5163976691742078,0.6564934554201423,1.114621034751033,,5.0347128784417,15.240880573300517,57,1379.6869000000006,61.63549999999668,22.384614386190993,0.18511982418194511,1837.211900000002,0.2981,0.013,0
galad_thangail_pethron,0.6995640267039649,0.6433904308784929,1.129354107591878,0.7813577389121039,,4.981063675294643,13.308782200979827,65,385.0395000000062,1148.1599999999962,0.33535352215719716,-0.03795060065892111,2196.580799999996,0.3175,0.055,0
gas_cair_gondrath,0.9620724010388421,0.8235151994631119,0.9361287115643376,1.5979032233269415,,3.29361630478526,9.914019734309614,13,28.60779999999795,1105.4895000000033,0.025877948184942386,1.093578017529269,1845.2069000000047,0.1668,0.015,0
gas_glaur_daen,0.12429552856912295,0.9047467095698642,1.0582365965231988,1.288930165639718,,46.555028507627796,142.23895556555792,52,57.15989999999874,32.97699999999895,1.7333262576947739,2.7718011650826764,2187.4680000000008,0.1746,0.025,0
gaurwaith_Ithil_rhach,-0.06484155579250102,1.1137346368306271,1.7817042343767149,2.520527626917828,,13.456580298253574,61.42002530596553,17,1173.5413000000044,,,1.173061822724634,1173.5413000000044,0.1758,0.508,0
gli_lembas_galadhrim,0.5319805464674331,0.5037465488184824,1.2693174649591323,1.0259194205780935,,5.955809513457242,21.289292749392462,35,1795.872199999998,2.5581999999994878,702.0061762177928,1.5137545005715816,2177.047399999996,0.4442,0.012,0
gond_aduial_suil,0.8223239420032328,0.33957690902648346,0.6097420529907038,0.7840763561354727,,8.61415350795923,30.902266256876345,24,46.77339999999822,68.21119999999792,0.6857143694877036,2.107359114066838,1171.2837,0.09786,0.023,0
gond_pent_Dornhoth,3.1234983829927057,0.1830507256036286,0.8888403979186855,0.749545312197971,,7.093354604909272,26.29651151479619,22,866.1404000000039,52.34919999999693,16.5454371795568,1.867511138882944,1979.749499999998,0.3305,0.082,0
gondrath_saer_rach,0.46727416460753596,0.7354224453761229,0.8528760560771548,0.868957223385262,,3.8228875116004786,12.083278237037817,16,1886.784400000004,26.532899999998335,71.11112618673882,0.45473958963035405,2777.1106999999975,0.8341,0.094,0
graw_heledir_lunt,0.9223405640793457,0.8400872369414427,0.6406497560434565,1.4248603339506891,,5.68047442630577,20.86142108992713,41,625.8966,820.1404000000039,0.7631578690672928,0.08627575995575244,1868.4401999999973,1.032,0.02,0
graw_idhren_narthan,0.547589331499998,0.7935672446481558,0.8571321044019445,1.0471368229893319,,7.6391478133401085,23.089430249428172,42,1390.6684999999998,77.7577999999994,17.884617363145697,1.215785074232487,2682.644500000002,0.8373,0.018,0
gul_braig_baug,0.7733658767240936,0.9135629139796777,1.084038854813383,1.0303457752807075,,15.763220287744154,48.77204270403101,98,820.4094000000041,73.79349999999977,11.117637732320688,-0.5181409013877405,1269.681199999999,0.4682,0.077,0
gwador_thurin_hal,1.8286152456422926,0.2794186002717681,0.2873826775931297,1.4417415379052423,,19.447447729095284,64.7449563638988,14,992.9161999999997,70.29490000000078,14.12501049151487,4.365411825160628,1966.0616999999984,0.1736,0.231,0
gwathui_adan_barad,0.7140170007279992,0.42123519373547397,0.689590220370682,0.7144402840516364,,9.928517943191336,38.236129128809836,28,1421.0172999999995,94.5685999999987,15.026312116284043,4.7475865015218295,2319.4187999999995,0.3883,0.011,0
gwilwileth_aegas_ah,0.639504566978781,0.7834637553121103,0.8447321422639863,0.964545280085625,,7.468743158083536,19.615850078699722,67,773.4519999999975,424.9736000000048,1.820000112948166,-0.1778019675831146,1589.4013999999952,0.3542,0.037,0
gwilwileth_ungol_aegas,1.6317856002231683,1.0271791598994382,1.3509976903315708,0.7453802478366466,,3.4594444788300525,11.868079106736447,18,1100.2523,357.94869999999355,3.0737709062779666,0.15011534755908504,2696.3515999999945,0.8489,0.083,0
hand_gwathui_alae,0.6675902807807674,0.5620040826042193,0.81808751275677,0.7833697321371165,,2.9136436207018783,9.9282323840457,20,728.3942999999999,1073.8459000000003,0.6783043079086113,-0.26380645455626717,2361.9254,0.8205,0.042,0
hand_parf_gwathui,0.7832812106000362,1.188491079003838,1.624601458370835,1.0123886756849827,,3.3487836246436564,10.139151891976997,41,1949.4672999999966,352.22929999999906,5.534653988183271,0.44625609873962335,3449.0574999999953,1.338,0.097,0
helegnen_luith_raug,0.14260308721365347,1.531779784651768,0.7860702349942206,0.852537105730978,,12.00310102499242,35.77772725238696,26,1075.4319000000032,55.093800000002375,19.52001677139636,2.4355584798907732,1970.1559000000052,0.1821,0.109,0
helegnen_tathar_hend,1.30449541017135,1.0541727571182327,1.2826233166948708,1.002595318904114,,6.764133908438662,20.704757461663473,61,1490.2882000000027,40.27799999999843,37.00005462038981,0.42489045094300043,2569.164700000001,0.8018,0.105,0
hervess_calad_firiel,0.2998133712027322,0.49219474941685204,0.9724540923202115,1.1724752171184465,,4.253930640294854,13.873160843195171,15,24.573599999996077,22.116200000004028,1.1111131206984746,1.4192775236807793,1427.7246999999988,0.4009,0.025,0
hervess_hend_lam,0.6436261199826749,0.6816161863860704,0.8907371481411956,0.7529158911863544,,3.6154179213415145,14.547213367367032,22,217.45090000000346,165.35319999999774,1.3150691973303597,0.5989050471774924,577.6039000000019,0.4506,0.05,1
hud_fast_hend,0.854278677685125,1.0360276541634277,1.2444775142881075,0.8789889461021358,,20.040055532053703,61.46771153892342,43,669.0428000000029,254.6923999999999,2.6268659763699396,1.557313978505884,1666.9049000000014,0.1626,0.037,0
imrad_achas_glamor,0.6007087076606703,0.6804441141536145,0.7910922162652257,1.219348634620769,,4.572605818163339,12.157971258044626,13,-1156.8004,1883.5083000000013,-0.6141732425601731,1.4964059076929357,2358.0930000000008,0.8,0.015,1
imrad_nothrim_Sindarin,0.3366023548837197,0.5122918575345338,1.224115006927569,1.2397692567848113,,5.611495288053503,21.02017155625268,22,1066.5292000000045,376.2754999999961,2.8344370016118923,2.3620932252514373,2247.685400000002,0.4494,0.014,0
ingem_hub_lembas,,,1.5140772973227656,0.8723167777385854,,8.932692004152896,24.46324495061289,15,88.16779999999562,1042.1883000000016,0.08459872366634272,2.637821594068573,1826.655399999996,0.3257,0.058,0
ingem_lost_acharn,1.5979751660560857,0.26662648107391934,0.554093851166625,1.0728013941196861,,9.503765645745087,35.14758352085891,17,2206.4936000000016,10.763299999998708,205.00158873210506,1.3677287837309284,2244.165399999998,0.5344,0.125,0
ist_acharn_pendrath,0.40131375203129316,0.5522449251886047,1.1686106654834294,1.2986758063031432,,5.6604168125209355,17.639763165152473,11,19.9233000000022,710.5967999999993,0.028037418688069266,2.254903301092964,2207.056199999999,0.2138,0.07,0
lagor_narthan_mindon,0.35769038912029544,0.4619887378466577,1.642688474429979,1.2808247006813007,,4.513032336876104,15.414524997487947,11,20.92960000000312,1143.2790999999997,0.01830664095932754,1.9496724611419927,2255.1638999999996,0.5087,0.018,0
lang_lalaith_meldir,0.6970713881825659,0.7658121432846743,1.1144929569852022,0.7217473163878668,,6.903973916130133,26.20725267773885,51,927.0578999999998,2.485399999997753,373.0014886943099,0.539692644264739,1645.3413,0.4382,0.028,0
