object_id,target,knn_prob,logreg_prob,lgbm_prob
Dornhoth_fervain_onodrim,0,0.0,1.520882691827358e-11,0.024496318693388103
Dornhoth_galadh_ylf,0,0.0,0.2872576125140756,0.6622869079957171
Elrim_melethril_thul,0,0.0,1.164464811684586e-05,0.0009134483383635574
Ithil_tobas_rodwen,0,0.0,2.454748270438722e-05,0.006271029846150238
Mirion_adar_Druadan,0,0.0,0.00088857638101713,0.002850602300906654
Mirion_lalaith_neledh,0,0.0,0.00012175721845092,0.002007291634639067
Rochirrim_lebdas_pethron,0,0.06904075306695404,0.24691735993120417,0.014444933728133798
acharn_lend_Mithrim,0,0.0,9.518268716126047e-18,0.0008491522560909103
achas_iar_gaur,0,0.1248502555121076,0.1970289882451962,0.0027027034327230435
aduial_nur_luith,0,0.0,0.03001212501243155,0.011495124992383027
amath_gwador_helegnen,0,0.0,2.611141419198532e-07,0.0015250367959054345
amlug_loss_ang,0,0.0,2.2097987864166256e-187,0.012211288482734688
amon_imloth_luin,1,0.2781682728301077,0.2522268418499651,0.0371038028252153
andrann_puig_fern,0,0.0,0.0024143814815516477,0.01836450601625262
ang_cugu_harad,0,0.0,0.19515071895541714,0.0029767335371616737
ang_neledh_aith,0,0.06276551484351883,0.18999888436633916,0.05616534581152677
angos_rusc_curunir,0,0.12405024207899085,0.026341617414913605,0.20363342736062276
annon_adab_lossen,0,0.0,1.5351501508456947e-64,0.0017338129214991137
araf_hub_faun,0,0.0,4.7701770828260817e-08,0.006927648292564762
aras_ryn_manadh,0,0.0,0.07800013317483968,0.004021437047830203
badhor_graw_aiglos,0,0.0,0.041433639174262016,0.0008413406850933205
badhor_magol_merilin,0,0.0,2.4364686306073726e-12,0.001184348607032153
badhor_onodrim_alagos,0,0.06389872014213456,7.809322767087305e-05,0.0035884799063889456
baneth_pilin_tachol,0,0.13904952701641918,0.12428207967220145,0.004654722569596902
bragol_bronwe_lagor,0,0.13056126346379004,2.8753320489227462e-08,0.0010006924363061068
bragol_nothrim_gas,0,0.20002589218789033,0.22628770707567586,0.0023080315552680766
celair_aerlinn_aes,0,0.13418818589670375,0.1362953597911326,0.02212720189311164
cirion_ira_Ithil,0,0.06579690844186803,0.16613197476713146,0.002255401657143539
corch_faun_min,0,0.1347275010966834,0.2797768842251039,0.025182933953281975
corf_Mirion_toll,0,0.0,0.2824052283760722,0.0007905261761945924
cuin_haudh_cenedril,0,0.19008855877012826,0.42263211330246564,0.0021842908199270826
cuin_law_amon,0,0.13231512445134672,0.262718836523008,0.030038962522436964
dam_corch_agar,0,0.06686087896114379,0.048175152937591975,0.03658551743084076
dirnaith_achas_noroth,0,0.06441853628190729,0.2428150519634563,0.035941610687145374
drafn_araf_ryn,1,0.1394671191749096,0.24175824120228956,0.02919585320736807
eilian_pilin_fang,0,0.199821213592516,0.043605705648442,0.014257032880455699
eilian_pod_firiel,0,0.07006457409188026,0.11577817481305827,0.009685224344072848
elu_rusc_nath,1,0.0,0.27562685552122584,0.2556982346048475
elvellon_fast_annon,0,0.0,0.26888442938674467,0.008080157425913895
ennorath_guldur_aear,0,0.06266072795761336,0.004603448619814609,0.0015167991767486653
erchion_ungol_aduial,0,0.0,0.028142098292842234,0.010220817655121965
espalass_melethron_ungol,0,0.06416337157827445,8.255301032493429e-05,0.0008109992219584239
espalass_nestad_hul,0,0.062264249058713396,0.06921082717212229,0.03577800772774931
fae_haeron_merilin,0,0.06355479360054658,0.2665705050066926,0.05636842307325516
fang_ira_nell,0,0.0,0.01595376675299081,0.012057849831472853
fast_ang_lebenedh,0,0.12653634985979648,0.09647346041695022,0.0037843267939054394
fast_celeb_bregedur,0,0.0,3.4300061742149594e-05,0.04712986728212466
firiel_lend_mithril,0,0.13123496721983346,0.005388195162597921,0.20173533265458451
fuin_bragol_talraph,0,0.06381740587886263,0.05370949071774585,0.0027456832000758128
galad_thangail_pethron,0,0.06703523329535328,2.093143989452717e-37,0.0010711107621659997
gas_cair_gondrath,0,0.19282492437901577,0.3199079274555191,0.1989890513402072
gas_glaur_daen,0,0.0,3.935288604921885e-08,0.05548483465354767
gaurwaith_Ithil_rhach,0,0.0,0.0010026910501335948,0.04562049108839808
gli_lembas_galadhrim,0,0.05660237609642095,0.021278204456447517,0.012616459378732502
gond_aduial_suil,0,0.12683758369036052,0.1336947561152451,0.0031514289831907016
gond_pent_Dornhoth,0,0.0,0.048146300459513486,0.0946844135523546
gondrath_saer_rach,0,0.0,0.1328992558366369,0.013005862967977023
graw_heledir_lunt,0,0.0,9.241650890557986e-11,0.0015165490651565371
graw_idhren_narthan,0,0.0,0.0014842919532062544,0.003238925918248219
gul_braig_baug,0,0.0,4.39839746084369e-73,0.0021136632726468825
gwador_thurin_hal,0,0.06402021972572337,0.21725291313013095,0.020736882614432788
gwathui_adan_barad,0,0.0,5.158129508537149e-07,0.022063550805903602
gwilwileth_aegas_ah,0,0.0,8.600302049972321e-12,0.001081088550947809
gwilwileth_ungol_aegas,0,0.2197586231088329,0.45423634940209057,0.01655214571597162
hand_gwathui_alae,0,0.07143465204026905,0.0600885808078101,0.0025485030916384574
hand_parf_gwathui,0,0.0,1.2154896595672607e-09,0.0018692337829552162
helegnen_luith_raug,0,0.06478536258441839,0.10313286098195373,0.01496397252005408
helegnen_tathar_hend,0,0.0,0.00042727927833175426,0.0043295889643360065
hervess_calad_firiel,0,0.0,0.3182305742510048,0.0023302483420714684
hervess_hend_lam,1,0.0,0.25540943426663937,0.09773872870042734
hud_fast_hend,0,0.0,0.32914948401543376,0.3840704511394072
imrad_achas_glamor,1,0.13534868707516232,0.4736645126356532,0.3604997795374013
imrad_nothrim_Sindarin,0,0.13051275626705672,0.07012023332550418,0.004281559613522349
ingem_hub_lembas,0,0.0,0.1880291178411111,0.015114948946429481
ingem_lost_acharn,0,0.0649361655553212,0.015713706502941287,0.033630807977130764
ist_acharn_pendrath,0,0.0,0.281357060963235,0.06396025934929422
lagor_narthan_mindon,0,0.25851019131572295,0.27339849035502045,0.006789832098348308
lang_lalaith_meldir,0,0.062297919912242324,1.3680271371588295e-07,0.0017265426379042765
law_minuial_cabor,0,0.0,0.041553200122508856,0.0018180109382835527
lebdas_adab_aglareb,0,0.06418106607773005,0.2965660863164353,0.007627599541408992
