chisq_tde_g,chisq_sn_g,chisq_tde_r,chisq_sn_r,delta_chisq,object_id
197.43704834468548,264.94837401665785,383.75914952196894,623.0924473167365,-306.84462346674,Dornhoth_fervain_onodrim
2.943471494270861,25.076143605636542,1.5726449226121442,14.453084273984965,-35.01311146273851,Dornhoth_galadh_ylf
273.8142763836578,302.5679044403506,583.5067564856413,1731.8106636486773,-1177.0575352197288,Elrim_melethril_thul
4.654924270188578,16.161629576317548,20.26189313876157,21.649165236373577,-12.89397740374098,Ithil_tobas_rodwen
58.539013467734456,82.4907732133188,53.10652833039716,71.15059306371822,-41.99582447890542,Mirion_adar_Druadan
85.10967130336218,85.23763662302507,13.771821030451337,47.85276688518575,-34.2089111743973,Mirion_lalaith_neledh
3.050420434722423,9.600751354943815,2.5526832226095193,27.651850598345565,-31.649498295957436,Rochirrim_lebdas_pethron
86.22065515723003,593.8508467754391,352.01958554201116,396.744592179295,-552.355198255493,acharn_lend_Mithrim
1.070223671796239,1.0685223583673,8.943978575035203,20.795013293246004,-11.849333404781863,achas_iar_gaur
9.197087710791696,43.17711842338838,18.266013475920392,28.133287182039957,-43.847304418716256,aduial_nur_luith
342.30432311013544,646.3710658966006,132.39285299476688,161.12414398692664,-332.79803377862487,amath_gwador_helegnen
1466.508574587791,4113.061628418989,1003.3233934901358,6161.20283225656,-7804.4324925976225,amlug_loss_ang
4.216674321812842,43.402870831234196,2.9718062974175234,59.36163860050744,-95.57602881251127,amon_imloth_luin
2.0357348425476003,2.5895453654392133,1.1107551944562726,67.56973471246283,-67.01279004089817,andrann_puig_fern
3.4145673583952476,19.440654555607722,4.956087017538005,31.504537464999103,-42.57453764467357,ang_cugu_harad
1.7930299100222948,82.95583773606202,0.8744822461515863,59.660301454256135,-139.9486270341443,ang_neledh_aith
15.912463209849603,51.35226023419738,21.734296475117894,130.17283126177756,-143.87833181100746,angos_rusc_curunir
8841.648867263571,5248.019178287236,685.5922563650935,1773.2564107895291,2505.9655345518986,annon_adab_lossen
7.080327827728782,98.84368640762476,2.4514945238659673,34.834496790716805,-124.14636084674682,araf_hub_faun
9999.0,9999.0,9999.0,9999.0,0.0,aras_ryn_manadh
23.468212658460363,58.91105105772535,8.964498365844424,29.648226517552096,-56.12656655097266,badhor_graw_aiglos
101.79065492574703,1224.114733186781,13.361681570469266,229.94438793447296,-1338.9067846250377,badhor_magol_merilin
85.34531070151657,163.68132381771963,32.41736997398641,93.97247097743892,-139.89111411965558,badhor_onodrim_alagos
2.0980189348139144,53.90807702490625,4.8682878122316655,67.10297971390575,-114.04474999176642,baneth_pilin_tachol
11.76670953238466,175.40109242733885,117.8197499891499,109.32981082128907,-155.14444372709335,bragol_bronwe_lagor
6.107110007063054,9.404738308040082,3.7085688042529914,19.78772892051327,-19.376788417237307,bragol_nothrim_gas
6.855758231792758,7.805167072737854,4.502318863386647,102.40817435975926,-98.8552643373177,celair_aerlinn_aes
2.635570549126266,3.1423560624079463,1.498749330810152,93.43193140895126,-92.43996759142279,cirion_ira_Ithil
1.7835811718954018,8.59091391665865,1.4562534603018824,34.13881547083475,-39.48989475529611,corch_faun_min
731.5202211510423,1538.090995504557,555.2836433454329,606.4571742084514,-857.7443052165333,corf_Mirion_toll
3.128023982142742,42.439930319306875,2.652372442954773,12.401825252730504,-49.061359146939864,cuin_haudh_cenedril
2.503038170492539,133.54488762992125,1.973740350607667,63.54936728087845,-192.61747638969948,cuin_law_amon
3.8955329614232848,5.992374255104381,4.773513909394518,23.152175216171887,-20.475502600458462,dam_corch_agar
34.7485299905796,54.35005494569302,7.003587078118577,34.26545465107764,-46.86339252807249,dirnaith_achas_noroth
1.7520154032262234,181.45237705619616,2.952792984050233,56.24114066795878,-232.9887093368785,drafn_araf_ryn
1.4878329034827467,11.14414593915043,5.68263242297919,97.33211559760518,-101.30579621029368,eilian_pilin_fang
1.0835774768884077,94.13907158433041,1.3709456704531267,21.88813007766476,-113.57267851465363,eilian_pod_firiel
1.629101176968566,59.67775270192962,1.8341454465297435,14.825844451172056,-71.04035052960337,elu_rusc_nath
4.134162717197602,8.102682945838854,1.5763804728866566,36.99545033714344,-39.38759009289803,elvellon_fast_annon
18.786152685563515,70.82327896199416,27.0802180539048,46.17931848776302,-71.13622671028887,ennorath_guldur_aear
2.1312801964174573,158.07510987201348,2.805495831609383,111.5586260232054,-264.69695986719205,erchion_ungol_aduial
96.0291698266549,140.8288319141899,21.719578723310285,51.01547981320116,-74.09556317742587,espalass_melethron_ungol
7.951105681990009,146.08506767108162,5.506690164012719,39.09064860086447,-171.71792042594336,espalass_nestad_hul
1.2219602924362045,16.971986405532306,1.3490632993581138,27.006490750887203,-41.40745356462519,fae_haeron_merilin
3.966709486242184,83.43715901855296,3.309637680293651,113.66495959714359,-189.82577144916073,fang_ira_nell
1.181291701824156,1.6054798503534828,9.246786167212653,32.24153020164837,-23.41893218296504,fast_ang_lebenedh
937.101973141448,2742.035827121565,156.84384849353586,477.5664676178398,-2125.656473104421,fast_celeb_bregedur
1.035071387569004,2.0865264480266874,4.824707653527416,25.036035162195844,-21.262782569126113,firiel_lend_mithril
92.09730609440804,154.65262629963993,19.433806158383327,177.8798817522742,-221.00139579912278,fuin_bragol_talraph
234.26761306990997,231.86274592509048,174.585398104518,168.71273905973473,8.277526189602725,galad_thangail_pethron
2.0228559463895808,2.7964984420976364,1.2959530812126516,14.221369510382278,-13.699058924877683,gas_cair_gondrath
1009.6604850172215,11566.295729538871,15.174216059926009,4243.826711502715,-14785.287739964439,gas_glaur_daen
