ts_rise_time,ts_decay_time,ts_asymmetry,ts_n_peaks,ts_peak_prominence,ts_slope,ts_r_squared,ts_curvature,ts_autocorr_lag1,ts_mean_change,ts_std_change,ts_max_jump,ts_g_minus_r,ts_r_minus_i,ts_color_variability,ts_duration,ts_mean_cadence,ts_cadence_std,ts_early_late_ratio,ts_early_std,ts_late_std,ts_stetson_index,ts_powerlaw_slope,ts_powerlaw_r2,ts_decay_deviation,ts_tde_fit_mse,ts_color_tde_dist
457.6993000000002,796.5725999999995,0.5745857869755282,10,4.956878085,-0.001303447537849898,0.011034020793843411,-1.2562474035207368e-05,0.6851051446351454,0.004729778125000084,3.804345772996708,22.89760728,-1.4488937450000001,-1.0370118419999996,2.514544065619512,1254.2718999999997,19.597998437499996,43.30894693405032,0.11084204647373883,1.9943957856707035,6.311049414737722,0.6930846977783036,-1.6389233953690476,0.7658120052365301,0.031076604630952298,0.28377893659653214,1.348893745
1558.5093999999954,803.6466,1.9392969255479038,16,2.9239711037500005,0.00023739881720414617,0.015888074922569075,-5.701876328489438e-07,0.5851220692844531,0.021449532650602416,1.240540597469861,6.18236058,-0.09448759192857148,-0.07890714976061769,0.2974006101191281,2362.1559999999954,14.22985542168672,32.17095387230629,0.11071466291947558,0.5955457528937779,1.7821476981186661,0.580265820844308,-0.7288647749992632,0.4532390838384084,0.9411352250007368,0.5683686363018392,0.005512408071428526
733.157100000004,472.86469999999827,1.5504584810315127,3,4.583294883333333,0.0010890176586103618,0.022825888584111807,-1.1978576406698441e-05,0.7328617968227047,0.30732534882352935,1.8040614153456214,4.79573639,-0.7578515391111111,-1.3030085536666667,0.4604545894354643,1206.0218000000023,35.471229411764774,77.41119020440182,2.529962203961769,3.3424268203778027,1.2460205266614224,0.6280626689661921,-0.8148159373923406,0.3163813989724406,0.8551840626076593,0.4241827677812683,0.6578515391111112
2735.2549,123.15799999999581,22.209313872480507,72,2.305093015,0.0001994457633912051,0.03892273391482208,-3.633622504636738e-07,0.2438245209618422,0.0002973128732747798,1.057124765598941,8.01304625,-0.15636380706300718,-0.010856534179530142,0.1739289117528785,2858.4128999999957,3.5864653701380123,13.74691804596374,0.5735077658612301,0.7568574643771233,0.9396727995277249,0.24403871710482902,-0.39253774893510524,0.1162320559169723,1.2774622510648947,0.305231953561292,0.05636380706300717
1115.5113000000056,1086.7952000000005,1.0264227241119375,12,2.2791050216666666,-0.00038894871826818377,0.0576792326743651,-1.152092052577986e-06,0.6052450289485221,0.004476410781249995,1.0183859518260392,4.78557225,-0.16339174430735928,-0.17434777176406932,0.2873463771854471,2202.306500000006,17.205519531250047,46.107888112156516,-11.944030840859638,0.950473574796607,1.2428180623210834,0.6095090534706192,-0.2676770919114135,0.3189455204407011,1.4023229080885864,1.2745104324297025,0.06339174430735928
1981.4159,17.48309999999765,113.33314839294991,14,2.1988905392857148,0.00037902171041789525,0.04607224280424657,-3.1387178708408566e-07,0.24224392889826202,0.01804651652542371,1.4321662434902593,9.36058838,-0.1416680695192306,-0.2532198774038462,0.19391355336467514,1998.8989999999976,16.939822033898285,38.630382800551544,0.9763023521337382,1.0177554109935238,1.2896975908080441,0.2423685875448701,0.13526288142751927,0.018370509454224457,1.8052628814275191,0.12888829446956512,0.041668069519230605
741.564999999995,874.0636000000013,0.8484107924364841,9,1.6399384799999999,9.446074743865546e-05,0.0060233897567645404,-6.812676132775063e-07,0.38953312811147917,0.0009555424087591099,0.6388058611174893,2.28194142,-0.18357018296296299,-0.09778338620370369,0.20180426817574393,1615.6285999999964,11.792909489051068,35.35801266345073,1.2816151731626726,0.721666402140553,0.375504806731934,0.3922185003923224,-0.20694496488778022,0.10642793921087695,1.4630550351122198,1.3327342504633122,0.08357018296296298
1469.9090999999971,0.0,146990909.9999997,16,2.407113428125,0.0019128688172510035,0.1024583751406331,1.7867542775271806e-06,0.8145324994122106,0.08234366644859815,1.3870603292857056,4.84609503,-1.2381265322222224,0.5469520838095243,0.816466218822961,1469.9090999999971,13.737468224299038,33.55150414762324,1.1431702084253297,1.8503692049943887,2.6943110399462706,0.7828394457396706,0.0,0.0,99.0,99.0,1.1381265322222223
1362.3215000000055,1104.1037999999971,1.2338708440830477,21,1.8595876699999996,0.00010529282170935645,0.010784282743590308,9.486697599918697e-08,0.06701376585491597,0.003517806211180127,0.9860544798465481,4.24659986,-0.5573815689166666,0.5601324122499999,0.22593045966696157,2466.4253000000026,15.319411801242252,39.82690994439978,-0.2781450948634855,0.7824244134154352,0.6285344675988498,0.06735720853812385,1.2156665685144632,0.14361395627221285,2.885666568514463,0.4994004458244737,0.4573815689166666
2830.316500000001,0.0,283031650.00000006,9,1.8177922533333333,0.0003881363390058006,0.1424927806155133,-3.36193330946008e-07,0.5698145070628805,0.022278318235294123,0.8180872099333736,3.31623527,-0.31950735765000005,0.06347416857391308,0.3011623773582463,2830.316500000001,27.748200980392166,58.29701428503439,0.06564762520630786,0.5698065014419915,0.9348540102566997,0.5534808591839453,0.0,0.0,99.0,99.0,0.21950735765000004
