object_id,target,knn_prob,logreg_prob,lgbm_prob
Dornhoth_fervain_onodrim,0,0.0628074240458959,0.4807025548907575,0.04352881027937736
Dornhoth_galadh_ylf,0,0.0,0.8356050210683896,0.059714099167673805
Elrim_melethril_thul,0,0.0,0.22106816496368736,0.0012282687958486238
Ithil_tobas_rodwen,0,0.06854945301891509,0.031752521128105955,0.0008728778107665009
Mirion_adar_Druadan,0,0.06526356847245288,0.33830867926236796,0.0006076057969376438
Mirion_lalaith_neledh,0,0.0,0.11695039410479784,0.035851035166661535
Rochirrim_lebdas_pethron,0,0.0,0.6360553927495249,0.07046962691944178
acharn_lend_Mithrim,0,0.0,0.0876609388642581,0.002193748181736547
achas_iar_gaur,0,0.12435149229167926,0.36495054068682586,0.0012625947985005846
aduial_nur_luith,0,0.0,0.29260481349759326,0.03583382648411828
amath_gwador_helegnen,0,0.0,0.14891023284722021,0.0008073431740191106
amlug_loss_ang,0,0.0,0.014462906436056038,0.005303080934577869
amon_imloth_luin,1,0.34326276862198785,0.2863939560429792,0.07442997031868942
andrann_puig_fern,0,0.0,0.7204608942706041,0.000774882663558812
ang_cugu_harad,0,0.0,0.3567807817274237,0.0029168809976325796
ang_neledh_aith,0,0.12489227324994569,0.5569306890615273,0.08346209741839378
angos_rusc_curunir,0,0.1869626699433833,0.22739734547200136,0.04129854031933097
annon_adab_lossen,0,0.0,0.233087246773724,0.1021348871408985
araf_hub_faun,0,0.0,0.5195676044304879,0.3919416968920631
aras_ryn_manadh,0,0.0,0.5937793068845977,0.0007455362095399642
badhor_graw_aiglos,0,0.0,0.39987454031065006,0.054280591063532384
badhor_magol_merilin,0,0.0,0.2604081749442001,0.0010501105625502598
badhor_onodrim_alagos,0,0.06502895125997778,0.06838727510436408,0.04129854031933097
baneth_pilin_tachol,0,0.06720501853327372,0.6174650278708264,0.009105029438280511
bragol_bronwe_lagor,0,0.12839133802616626,0.16506646640153874,0.04129854031933097
bragol_nothrim_gas,0,0.07038373250693146,0.30206057967854055,0.0005442284133997858
celair_aerlinn_aes,0,0.13653330030904934,0.5604201190536738,0.2506689370173859
cirion_ira_Ithil,0,0.0665715170313795,0.41175953503858514,0.045918938469508314
corch_faun_min,0,0.1298072277096044,0.7052183536951446,0.16678475683003344
corf_Mirion_toll,0,0.0,0.01824937269401918,0.03583606206769523
cuin_haudh_cenedril,0,0.12646691944447758,0.7057247644753945,0.5184375950966104
cuin_law_amon,0,0.0,0.5770154390553194,0.03564890923339087
dam_corch_agar,0,0.0,0.35059006723682545,0.03987397917476278
dirnaith_achas_noroth,0,0.06607830838745922,0.28941388400973006,0.09537710729344219
drafn_araf_ryn,1,0.13246391409532837,0.688158998151945,0.40604946618638615
eilian_pilin_fang,0,0.1976650028893534,0.5309186687547827,0.0021450421757564196
eilian_pod_firiel,0,0.07138136311752616,0.6690070834280147,0.6026017513432995
elu_rusc_nath,1,0.0628669262151268,0.5802444035330488,0.5992246018132081
elvellon_fast_annon,0,0.0,0.6822340136505594,0.312974287428123
ennorath_guldur_aear,0,0.1269066196527286,0.14915817146764712,0.0003331288109612977
erchion_ungol_aduial,0,0.0,0.3822944737889189,0.030198140794867774
espalass_melethron_ungol,0,0.06377205910840317,0.2827750891597743,0.0010392513656772948
espalass_nestad_hul,0,0.06222149263186649,0.515624742755483,0.09456600059844496
fae_haeron_merilin,0,0.06328106574761216,0.4662528677534616,0.01803909060811726
fang_ira_nell,0,0.0,0.46363738844724606,0.005161815750537997
fast_ang_lebenedh,0,0.06278216172119362,0.48757572578590147,0.04286389213915814
fast_celeb_bregedur,0,0.0,0.39104490997891234,0.18542665605580766
firiel_lend_mithril,0,0.13172363588720618,0.6188680877626551,0.013564136361789814
fuin_bragol_talraph,0,0.06300507831706917,0.14940927472607832,0.04129854031933097
galad_thangail_pethron,0,0.06785368072616045,0.19244136304265758,0.0005602206734614981
gas_cair_gondrath,0,0.12655117733559526,0.6721105638095477,0.2414567281076571
gas_glaur_daen,0,0.06308141782125642,0.4447892835705997,0.06735149995311607
gaurwaith_Ithil_rhach,0,0.0,0.158786297630545,0.049902687474196177
gli_lembas_galadhrim,0,0.0,0.15602677529627482,0.23519517794951944
gond_aduial_suil,0,0.06334909467987161,0.4681111169387259,0.01972346061929805
gond_pent_Dornhoth,0,0.0,0.39346361333642405,0.05413597742147809
gondrath_saer_rach,0,0.0,0.4232214827213442,0.03583382648411828
graw_heledir_lunt,0,0.0,0.2657430943045057,0.010742458091235214
graw_idhren_narthan,0,0.0,0.3155546052837708,0.05723983415384885
gul_braig_baug,0,0.0,0.035598948962582755,0.04847079899420854
gwador_thurin_hal,0,0.06379434259953608,0.5644302799350485,0.04994572457599532
gwathui_adan_barad,0,0.06528929179194552,0.3655253895436276,0.12187275817016988
gwilwileth_aegas_ah,0,0.06236254956320072,0.15979298141617124,0.0030028237234972625
gwilwileth_ungol_aegas,0,0.2784603103313847,0.521034895989588,0.00610918849490117
hand_gwathui_alae,0,0.07052161878300961,0.46601805549796915,0.03571243325323989
hand_parf_gwathui,0,0.0,0.3548863223297781,0.0012150124464758796
helegnen_luith_raug,0,0.2587179726181711,0.6403024325151258,0.004978847573788423
helegnen_tathar_hend,0,0.0,0.17459181329670495,0.0013530734802886133
hervess_calad_firiel,0,0.0,0.6444821086240067,0.012451498740508495
hervess_hend_lam,1,0.0,0.3257801765500448,0.03715609881688701
hud_fast_hend,0,0.0,0.3684566429379524,0.19834005188406478
imrad_achas_glamor,1,0.19614191726753635,0.8164977433878751,0.08642239918262067
imrad_nothrim_Sindarin,0,0.13281660052184172,0.38703359896510575,0.14232921446199634
ingem_hub_lembas,0,0.0,0.6220485156773494,0.1831505104339704
ingem_lost_acharn,0,0.06385715323156844,0.19177416466297384,0.0021303175008641146
ist_acharn_pendrath,0,0.0,0.7206374695534491,0.030233012196893703
lagor_narthan_mindon,0,0.25662952077290485,0.6079291389499528,0.0040856681642270735
lang_lalaith_meldir,0,0.0,0.1514929508186793,0.002631171574071917
law_minuial_cabor,0,0.0,0.35174306734636007,0.04129854031933097
lebdas_adab_aglareb,0,0.06284305530036231,0.46495838170285747,0.07960261238304675
limlug_mindon_iar,0,0.0,0.7577618126662137,0.12669693446621674
limlug_pess_gwend,0,0.07413958168459556,0.2797369062923236,0.18888798124897296
lobor_mithren_fang,0,0.06291297176665632,0.5481799940856236,0.0014685060160634566
lossen_pess_duin,0,0.0,0.5304818582782859,0.08124911125206705
lost_ungol_draug,0,0.0,0.5270481872675151,0.11215235041868628
luith_gobennas_ang,0,0.06622288566242578,0.04049108851303553,0.03583606206769523
luith_saig_aranarth,0,0.06412980534605942,0.3826961767450562,0.18803296773002506
luithien_mindon_eirien,0,0.0,0.11254477967953538,0.0020872128321064057
maethor_meldir_rhosc,0,0.0,0.39202959887702704,0.006239430119932728
magor_elvellon_caras,0,0.12436040656976394,0.6877425230570875,0.6467113144060626
malad_saer_balrog,0,0.0,0.5159989515302865,0.11098049845919575
manadh_gaurwaith_lalaith,0,0.0,0.32665445859685033,0.03977975908739515
melethron_panas_aeglir,0,0.0,0.4340010824877896,0.0076947808327172025
mereth_aiglos_ram,0,0.0,0.29024275633652447,0.04129854031933097
mindon_helegnen_galad,0,0.0,0.7044684304002929,0.1579158523414994
mithril_suil_cugu,1,0.0,0.5763346675086691,0.3064951965076877
myril_thurin_ist,0,0.0,0.09361179298357518,0.0006149381944865562
nadhras_pethron_ulug,0,0.0,0.14124693953640105,0.0759817440106004
narthan_cugu_mir,0,0.13560473833008396,0.5855560443768904,0.1450297058915259
neledh_eglan_gwaloth,0,0.0,0.41737117726760653,0.00047943422874172434
nestad_agarwaen_saer,0,0.130014824174342,0.4043003924728059,0.02105207168665256
nimbrethil_adab_maethor,0,0.06690629128904205,0.6619709555312333,0.17829332122147373
nur_nidh_fuin,0,0.0,0.8303923087047174,0.03989532154627583
ogol_saig_adab,0,0.0,0.36803615566543824,0.001874453104116984
onodrim_hervess_firion,0,0.0,0.7581664737579084,0.24648467991418221
paich_Mirion_aeruil,0,0.13428256941988148,0.4496348206491812,0.053462268163823747
paich_erchion_ablad,0,0.0,0.38980594536089286,0.04129854031933097
paich_graw_haradrim,0,0.0,0.5452693078183868,0.1864017080088414
panas_lalaith_bronwe,0,0.06905832678483241,0.6622096104343447,0.0277632428404369
parf_per_ruith,0,0.22268469884826472,0.308518428304653,0.0008010186651846275
pendrath_Gwathuirim_Elrim,0,0.0,0.11950031026282018,0.07026275077371467
pent_agor_bronwe,1,0.13334453085997436,0.39688591846790455,0.2973856257453084
per_hwiniol_nimbrethil,0,0.0,0.576782430190432,0.000932511762040921
perian_gwend_gwilwileth,0,0.07001653105683518,0.12656605893469472,0.0027711638429943224
perian_mir_balrog,0,0.0,0.2255668712364105,0.09629850740623688
pethron_corf_menel,0,0.14017255884913868,0.4332638460530596,0.14820134157420622
raef_hud_baug,1,0.0,0.541394545232819,0.09118264354583479
ram_thavron_rusc,1,0.19297868687478412,0.8177740613814605,0.38655671732571306
rhach_bellas_alae,0,0.0,0.011611873734647308,0.03583606206769523
rhun_mir_magol,0,0.0,0.33860732993576176,0.00471436631840715
riel_glae_gellui,0,0.0,0.5219919687065604,0.23232560040952466
riel_glass_lasguil,0,0.0,0.07834800743581075,0.0005713607778578782
riel_nadhras_firiel,0,0.07145869822832725,0.037171071778671495,0.08342901745867398
ris_hul_minas,0,0.06887521664291696,0.3146848742694946,0.00413328444378371
ris_perian_Tawarwaith,0,0.06062372822785371,0.18919077568958625,0.000154787512037697
rist_anwar_amlug,0,0.0,0.3604922127589501,0.05666015745354454
roch_hal_eryn,0,0.0,0.3978597782164676,0.009663817837804962
roch_magol_luin,0,0.19074615789229613,0.526298160709456,0.0023975460814045966
rochben_roch_naer,0,0.0,0.057023493718353295,0.0004775218031093886
rom_cae_mil,0,0.0,0.2807883828333913,0.04129854031933097
rom_lass_laug,0,0.19454463302245376,0.636511889961448,0.03561636316907762
romru_elvellon_alph,0,0.0,0.45657980306304763,0.10044815718857329
rudh_achas_lachenn,0,0.0,0.5384845520699761,0.14829339940616387
ruith_nell_alph,0,0.0,0.39177649314762325,0.06378142837383911
ruith_nur_aranarth,0,0.0,0.5537492855685958,0.0019242189824201146
ryn_amarth_rhach,0,0.060418532332754744,0.25947956973413794,0.04129854031933097
saig_nagol_rodwen,0,0.0,0.3022614433038044,0.0728617424758058
salph_iar_merilin,0,0.0,0.4601064139779217,0.039873599782154504
sammar_luin_rom,0,0.0,0.6868760244483317,0.039852654282898026
soga_forodrim_aith,0,0.13359600373297853,0.4916999724805158,0.017007535529752742
soga_galad_amon,0,0.06354090624440537,0.6026720371285514,0.039910073487240495
suil_sogannen_bain,1,0.06309406599057343,0.48879517400161987,0.16537383429207558
talraph_anann_nestad,0,0.0702540192114488,0.24615061123945356,0.0024125597097637095
tang_aranarth_gwanur,0,0.06215168073189846,0.4902883043171232,0.5427961361372626
tavor_hud_parf,0,0.0,0.7184515671391845,0.6755179193899619
tavor_luin_espalass,0,0.0,0.204691867979074,0.03581899468887791
thamas_hud_cuil,1,0.1916781577754663,0.5472897895172031,0.683952736284541
thul_iar_lalaith,0,0.0,0.6153734658940287,0.01947909512641833
tinnu_maen_gaurwaith,0,0.0768023359591513,0.35544740077211395,0.0014851493203734422
tirith_randir_gwanur,0,0.06672036900424524,0.2758339473042276,0.010290799255008788
tobas_Elrim_salph,1,0.19465221003222946,0.7157961812704249,0.24101472627244017
tobas_hub_glandagol,0,0.07597865817888329,0.022114263953318652,0.0012596711229956026
uir_edlothiad_espalass,0,0.06253589664799519,0.35103836039548464,0.0041524377503061064
uruk_narthan_lin,0,0.19731960886137265,0.25243197188639416,0.001496567297078984
ylf_gath_dannas,0,0.0,0.6063147015186352,0.15647382856344
Druadan_rodwen_bragol,1,0.06460201036941611,0.6649560705489866,0.6139102146627522
Elrim_harad_menel,1,0.07286754201674256,0.7636209730970979,0.3052985973347524
Eluwaith_nestad_in,0,0.0,0.36407353820116145,0.2568774673245236
Ennor_nimp_rovalug,0,0.0703976045712741,0.39091031420277567,0.0012089660853303755
Rochirrim_dunadan_annon,0,0.2055327637090171,0.6160986508016542,0.1676031806745488
Rochirrim_pennas_fervain,0,0.05556968821209622,0.7137608625205955,0.14820134157420622
aes_faun_melethron,0,0.0,0.6342675242090045,0.03564890923339087
agor_galenas_pod,0,0.0,0.33494947718626733,0.04129854031933097
agor_gaurwaith_hervenn,0,0.0,0.12688594521868304,0.035851035166661535
ah_eirien_mithren,0,0.0,0.6145053153191788,0.01995185868339654
aiglos_iphant_corf,0,0.0,0.10484999831069935,0.0031852263008293434
amath_lobor_rhun,0,0.13308724286023962,0.6626642319244906,0.10873691965219556
amloth_gaw_lalaith,0,0.0,0.6491145351732682,0.039852654282898026
amloth_talraph_puig,0,0.06343549656422555,0.22741985457941027,0.010237462389395626
angos_rochir_aras,1,0.27216235240192477,0.461586356613398,0.2931722133554111
ank_raegdan_iaun,0,0.0,0.6465763421209866,0.07206865061627583
araf_gwaun_nagol,0,0.1623954080815601,0.04207432937485676,0.039958121919383395
aran_lin_gwaun,0,0.0649085457000414,0.30955591071452904,0.0013332032860764215
badhor_mirdan_hwiniol,0,0.0,0.35943534402329275,0.0039253625127774775
bass_thamas_galadhrim,0,0.0,0.07881162722491894,0.0011284964815867957
bellas_nell_amath,0,0.13060759863206,0.13971380105799652,0.14474262346261554
bellas_rochben_aith,0,0.06524522978418197,0.6482820411825709,0.23124134366128699
bragol_gwathui_gobennas,0,0.3292799692298732,0.4038131477555301,0.10433669040388098
bragol_ninglor_ank,0,0.0,0.7408633573855098,0.07670933596389598
braig_dunedhel_elu,0,0.0,0.1117179322174491,0.010224153216231052
calad_suil_badhor,0,0.20835842404568775,0.5241034064459599,0.0018302955087533728
callon_daen_harad,0,0.06990733985366641,0.45853169077685485,0.010697446943965266
callon_pess_hand,0,0.06822512501810872,0.5696353262878534,0.29708635114088167
caras_uanui_merilin,0,0.0,0.5122481797323346,0.034534984071376104
celeb_Ithil_cuin,0,0.0,0.5123074206692844,0.0041267306495808625
celon_agor_elu,0,0.07511547800557329,0.38882725198349516,0.009141433618513545
cirdan_araf_maecheneb,0,0.2082368460207835,0.7313894143647297,0.31576609589195265
cuin_corch_nothrim,0,0.0,0.5212331886137167,0.01763026615427023
cuin_gondrath_aith,0,0.07283327074653183,0.255563539378878,0.014237469138043484
cuin_pess_uir,0,0.0,0.2543706418201382,0.035796716358595604
cund_Mirion_dunedhel,0,0.06982162103486225,0.7200731707400918,0.20112852973358716
dirnaith_heledh_minas,0,0.1361523082021384,0.22286336202564502,0.04129854031933097
dol_mirdan_adan,0,0.0,0.45322556952447,0.07442997031868942
drafn_achas_rochben,0,0.0,0.45610558290258735,0.04129854031933097
